artist,title,cleaned_lyrics
Sukhwinder Singh,Banjaara,"बन्जार बन्जार दिल् बन्जार जब्से उस्को दिल् दिल् बन्जार जग सोय दिल् दिल् बन्जार मुस्कराये फल, भुलये भतक् दिल् बन्जार बन्जार बन्जार उस्कि धुन् दिल् बन्जार बन्जार बन्जार उस्कि धुन् दिल् बन्जार लेहराके दिल् गुज़र्ति जाने हिट-पिट हन्स् उदे दिल् तित्लियन् बे-मौसम् गिरे बिज्लियान् उस दिल आ आके हारा [अंकुश[ बन्जर बन्जर उस्कि धुन् दिल् बन्जार बन्जर बन्जर उस्कि धुन् दिल् बन्जार पास पास बातोन् उस्कि जादुगरि को, बातोन् उस्कि जदुगरि निगाहोन् कारिगरि सैकदोन् ख्वाब् उस्पे खर्च फिर् मिल्ने रोज़् तर्स केह्दे छोद् दु जग् बन्जार बन्जार उस्कि धुन् दिल् बन्जार बन्जार बन्जार उस्कि धुन् दिल् बन्जार"
Sukhwinder Singh,Bolo Kab Pratikar Karoge,"पूछ अस्तित्व तुम्हारा कब तक वार सहोगे बोलो, कब प्रतिकार करोगे कब प्रतिकार करोगे दीर दीर हर हर महादेव कब प्रतिकार करोगे दीर दीर हर हर महादेव पूछ अस्तित्व तुम्हारा कब तक वार सहोगे हो, पूछ अस्तित्व तुम्हारा कब तक वार सहोगे बोलो, कब प्रतिकार करोगे कब प्रतिकार करोगे दीर दीर हर हर महादेव कब प्रतिकार करोगे अग्नि वृद्ध होती जाती यौवन निर्झर छूट प्रत्यंचा भर्रायी धनुष तुम्हारा टूट कब तुम सच स्वीकार करोगे बोलो, बोलो, कब प्रतिकार करोगे... कम्पन वीणा स्वर में याचक छन्द रीढ़ गर्व खोती जाती निर्णय मंद कम्पन वीणा स्वर में याचक छन्द रीढ़ गर्व खोती जाती निर्णय मंद अब हाहाकार करोगे अब हाहाकार करोगे बोलो, कब प्रतिकार करोगे..."
Sukhwinder Singh,Gali Gali,"मुर्गा हैं... पिय भर् बतासे भान्ग् खिलावे मिस्री की दाली अजी कुल्हाड़ फोड़ेन ग्लाइड ग्लाइड अजी कुल्हाड़ फोड़ेन ग्लाइड ग्लाइड अजी कुल्हाड़ फोड़ेन ग्लाइड ग्लाइड सभी का स्वागत हाँ.. रन्ग् भर् मान्ग् होलि जलि सब लोग पास आओ.. अजी कुल्हाड़ फोड़ेन ग्लाइड ग्लाइड इसके अलावा कुल्हड़ फोड़ेन अंत अंत सकते हैं, सकते हैं पुनः अजी कुल्हाड़ फोदेन अजी कुल्हाड़ फोड़ेन ग्लाइड ग्लाइड ठंडाई गरम् होलि दोबारा.. होलि दोबारा.. अरेय् लाल् गुलाल् लेहन्ग पेह्ने हरे रंग की चोली रे… ज़र पोन्छ् मुख् दिख्ल गले लग ज़र पोन्छ् मुख् दिख्ल गले लग ... हाँ.. माफ़ करना, मैं अच्छा इंसान नहीं हूँ। मैं माफी चाहता हूँ माफी चाहता हूँ! अजी कुल्हाड़ फोड़ेन ग्लाइड ग्लाइड अजी कुल्हाड़ फोड़ेन ग्लाइड ग्लाइड इसके अलावा कुल्हड़ फोड़ेन अंत अंत सकते हैं, सकते हैं अजी कुल्हड़ फोड़ेन. सभी का स्वागत ना... इसके लिए खेद है। चिलम् जलवे जलवे जलवे, चिलम् जलवे भूने अन्ते बन्ते बिल्लोरि चधे फिर् उत्रे आन्खोन् लालि गुज़्रे चधे फिर् उत्रे आन्खोन् लालि गुज़्रे अरेय् हाँ… उस्पे लिए सूरज खोलता खिल मिस्स्रि दलि सभी का स्वागत अजी कुल्हाड़ फोड़ेन ग्लाइड ग्लाइड सकते हैं-कर सकते हैं, सकते हैं-कर सकते हैं सकते हैं-कर सकते हैं, सकते हैं-कर सकते हैं सकते हैं-कर सकते हैं, सकते हैं-कर सकते हैं सकते हैं-कर सकते हैं, सकते हैं-कर सकते हैं सभी का स्वागत सकते हैं-कर सकते हैं, सकते हैं-कर सकते हैं बढ़िया खाना... बढ़िया खाना... अजी कुल्हाड़ फोड़ेन ग्लाइड ग्लाइड अजी कुल्हड़ फोड़ेन लिप लिप."
Sukhwinder Singh,Darr Ke Aage Jeet Hai,दर्र् आगे दर्र् आगे देश् वीर् जवनो अलबेलोन भी मस्तानो भी देश् यारोन् केह्न देश् दुनिय गेह्न योद्धओन् भूमि बेफ़िकर् चलेइन् सौगन्ध् माति होके निदर् चलेइन् नस् नस् घोल्त जज़्ब दिल् गीत् दर्र् आगे दर्र् आगे दर्र् आगे जीत् देश् वीर् जवनोन् आपका स्वागत है। सदियोन् रीत् जि ह दर्र् आगे जीत् जि दर्र् आगे दर्र् आगे जीत् दर्र् आगे दर्र् आगे जीत् दर्र् आगे जीत्
Sukhwinder Singh,Deh Shiva (Male Version),देह् शिव बर् मोहे इहै देह् शिव बर् मोहे इहै शुभ् कर्मन् ते कभुन् तरोन् बैठक कक्ष दरोन् अर् स्योन् जये लरोन् निस्चय् जीत् दरोन् अर् स्योन् जये लरोन् निस्चय् जीत् दरोन् अर् स्योन् जये लरोन् निस्चय् जीत् दरोन् अर् स्योन् जये लरोन् निस्चय् जीत् दरोन् अर् स्योन् जये लरोन् निस्चय् जीत् दरोन् अर् स्योन् जये लरोन् निस्चय् जीत् अर् सिख् होन् मन् अर् सिख् होन् मन् इह् लालच् होन् गुन् उचरोन् आव् औध् निदान् रन् जूझ् मरोन् दरोन् अर् स्योन् जये लरोन् निस्चय् जीत् दरोन् अर् स्योन् जये लरोन् निस्चय् जीत्
Sukhwinder Singh,Issaqbaazi,"प्रेम् उप्जे खेत् भाई प्रेम, कृपया साथ आओ। जाये लग् जाति वात् है... खदि जयेगि खात् दोबारा... मड़ुआ बेके प्रेम का हम तनीक् बोउरये मस्कोओक, यार् बीच् नैन नेअत् मोड़- घज़ब् चध् जायेइन् हुम्रि जग् आस्सिक़् कसम् साथ... धरम् साथ... कसम् जियर चक्नचूर् इस्साकबाज़ी कसम् जियर चक्नचूर् इस्साकबाज़ी मैं बहुत खुश हूं। इस्साकबाज़ी को... जानो प्रीत् चिदिय गगन् उद्ति प्रीत् हुमरि पर्चाइ मुदे मुद्ति उस व्यक्ति का नाम घर का मालिक है? बदि ज़ोर् सीने दर्द् बद तबहि आवे बद मज़ जीने हुम्र मेल् अनोख हुम्र मेल् अनोख लेहर् पानि पानि किनर लेहर् आनि कसम् साथ... धरम् साथ... कसम् जियर चक्नचूर् इस्साकबाज़ी कसम् जियर चक्नचूर् इसाकबाज़ी मैं बहुत खुश हूं। इस्साकबाज़ी पास है... प्रेम् घज़ब् हुम्से प्रेम् घज़ब् हुम्रे जरूरि हुम्रे बिन अधूरि तोसे उस्को लद्वयेन्गे भद्कयेन्गे चम्च होज चाहे मानेगि बात् तोह्रि चोरि कद् उन्च सप्नो चर्ख कात् करत् बातेइन् उमर् बदि तुम देसी दीवाना इंग्लिश परी सहिब पधकु मिर्ज़ा था ताइन एन्ग्लिश् देसि हून् जिय तोह्रि बात् आ कर्ले यारि मिल हुम्से हाथ् आ कर्ले किसका... मिल हुम्से हाथ् धिन बात धिन बात धिन एक कील है।"
Sukhwinder Singh,Sultan,"मैं तुम्हें आशीर्वाद दूंगा. मोद् पन्ज मैं तुम्हें आशीर्वाद दूंगा. मोद् पन्ज मोदे पन्ज सात् आस्मान् चीरे सात् समन्दर् पीरे सात् सुरोन् कर्दे एलान् हिम्मत् रोको ज़ुर्रत् बातोन् हथेलि रख्दि जान् खून् मित्ति मित्ति खून् खून् मित्ति मित्ति खून् अल्लह् निचे धर्ति बीच् जुनून् सुल्तान अमर रहे! सीने आग, खेल, आन्धि मेह्नत् दोरि होन्स्लोन् बान्धि ... सीने आग, खेल, आन्धि मेह्नत् दोरि होन्स्लोन् बान्धि पर्वत् पथर् चहे बन् जये मर्ज़ि आन्सु पसीन पानि मोद् तुफ़ान् चोत् गेह्रि थेस् जिगर् थेह्रि जज़्बा इतना ज़हरीला उत्तर-दक्षिण नियत् जुनून् तुझ्को तुझ्मे छुप उस्को , उस्को पेह्चान् इराद तुझ्से ज़्याद उस्को लपत , दिल् उस्कि नज़्रोन् आगे दोबारा.. चह पाने बन्ज सुलतान.. सात् आस्मान् चीरे सात् समन्दर् पीरे सात् सुरोन् कर्दे एलान् खून् मित्ति मित्ति खून् खून् मित्ति मित्ति खून् अल्लह् निचे धर्ति बीच् जुनून् सुलतान! सात् आस्मान् चीरे सात् समन्दर् पीरे सात् सुरोन् कर्दे एलान् हिम्मत् रोको ज़ुर्रत् बातोन् हथेलि रख्दि जान्"
Sukhwinder Singh,Jai Hanumaan,"जै हनुमान्, जै हनुमान् जै हनुमान्, जै हनुमान् बाजे दन्क धू-धू लंका फल् बल्शालि काल शंका सूरज् संयुक्त, नैनो ज्वल जये तेज़् सम्भल भुजये, चरो दिशये भक्तो रख्वल बनये, मितये गिनती करना, सवरे नदिय धारा, अम्बर् तारे गाये गुन्गान् ""जय हनुमान"", ""जय हनुमान"" जै हनुमान्, जै हनुमान् ""जय हनुमान"", ""जय हनुमान"" जै हनुमान् छाति रघुवर् बस्ते मन्न् सीत मैयन् जग् इक् भव्सागर् नैयन् तुम्से टटू, आके रुके पूजे तुझे, आगे झुकेइन् मन्न् सख को, सहारे संजीवनी, तुम्हें हुआ है? तुम्को शत् शत् प्रनाम् ""जय हनुमान"", ""जय हनुमान"" जै हनुमान्, जै हनुमान् जै हनुमान, जै हनुमान् जै हनुमान्, जै हनुमान् ""जय हनुमान"", ""जय हनुमान"" जै हनुमान्, जै हनुमान् हेय् श्री बज्रन्ग् बलि महराज् उसे!"
Sukhwinder Singh,Sachin Sachin,"सचिन सचिन.. सचिन सचिन.. सचिन सचिन.. सचिन सचिन.. रात चाहे घनेरी उजाला हाथों में अधूरा ख्वाब फिर नींद रातों में अभी आधी खेली तूने बाज़ी अभी चोटें दिल की ताज़ी-ताज़ी अभी दिल करना राज़ी होंसलों पा लेनी मंजिलें सचिन सचिन.. सचिन सचिन.. सचिन सचिन.. सचिन सचिन.. हवाओं की दिशायें मोड़ देना चाहे भी और बाकी वक़्त ही छोड़ देना तेरा साथी देके जाएगा आगे-आगे नई सुबह लिए जागे नए कल बांधे तूने धागे होंसलों पा लेनी मंजिलें सचिन सचिन.. सचिन सचिन.. सचिन सचिन.. सचिन सचिन.. खेल साथ पैदा हुआ आप एक ही साथ पैदा नहीं मैं अपने लोगों लिए करता हूँ मैं काम प्रसिद्धि लिए नहीं करता मैं खेल साथ पैदा हुआ था आप ही पैदा नहीं मैं अपने लोगों लिए करता हूँ मैं काम प्रसिद्धि लिए नहीं करता आप मौका रखें, बदलाव रखें बस मेरा शासन और मेरी राह छोड़ और बस मेरा नाम याद रखना सचिन सचिन.. सचिन सचिन.. सचिन सचिन.. सचिन सचिन.. आ.. सचिन सचिन.. सचिन सचिन.. सचिन सचिन.. सचिन सचिन.. जीवे जीवे जीवे जांबाज़ जी आवे आवाज़.. जीवे जीवे जीवे जांबाज़ जी आवे आवाज़.. सचिन सचिन.. सचिन सचिन.. सचिन सचिन.. सचिन सचिन.."
Sukhwinder Singh,House party song,"घर पार्टी में आपका स्वागत घर पार्टी में आपका स्वागत है... हप्प्य् बन् तेन्देर् द्ज् पर्मिन्देर् सारि दन्चे बसे बधके कर्दे मुसिच् हिघ् साले…!!!! झप्पि पा , हाथ् मिल्ल उच्च फाई भूल् 23, 24, 25 साल् यारि सचि सोन्ह्… सोन्ह् चक् चक् चक् शरब चक् चक् चक् शरब चक् चक् चक् शरब घर पार्टी में आपका स्वागत चक् चक् चक् शरब चक् चक् चक् शरब चक् चक् चक् शरब घर पार्टी में आओ हेय् बचन्ज थोदे मोत्ते पेग्ग् चहे जिन्नि मर्जि पाओ हेय् बचन्ज ओह हैंगओवर, आप सोचते हैं? सिध बोत्ले मुन्ह् लग घर पार्टी में आपका स्वागत घर पार्टी में आपका स्वागत बिन् पीते मस्ति कर्दि भदक् बज्दि मूद् बन्त घर पार्टी में आपका स्वागत बिन् पीते मस्ति कर्दि भदक् बज्दि मूद् बन्त घर पार्टी में आपका स्वागत चक चक आज शर्मा बोत्त्ले पी वेर्म चद्द् पीने दर्न देअद्लिने व्हिस्की, पेग, वाइन, आराम का समय पेहन् आ चहे जेअन्स् पज़म बोत्त्ले लान बोत्त्ले लान रात् सोन शोउत् पीलौ रोन कल्ल हये मम्मि दद्य् होले हिघ् अबे…!! उच्च…!! आज साले तोह्के बद्ले जान् दिग पी 23,24,25 याद् गिन्ति कचि सोन्ह् सोन्ह् चक् चक् चक् शरब चक् चक् चक् शरब चक् चक् चक् शरब घर पार्टी में आपका स्वागत चक् चक् चक् शरब चक् चक् चक् शरब चक् चक् चक् शरब आह चक… घर पार्टी में आपका स्वागत घर पार्टी में आपका स्वागत"
Sukhwinder Singh,Black Jama Hai,"चीर दीवारें कुरेद किवाड़ें खोद निकाले गड़ा तिजोरियों मैं या बंद बोरियों में ख़ुफ़िया कहीं पड़ा बतलाता काले धंधों का पारा, पारा खजाना तेरा का सारा सारा, सारा ब्लैक जमा ब्लैक जमा ब्लैक जमा रशीद बिना ब्लैक, जमा ब्लैक जमा ब्लैक जमा हक़ सौ गुना हराम कमाया चुराया चुराया चुराया आवाम की निगाह छुपाया जमाया जमाया साम दाम दंड भेद मुझको किसी का खेद चु मुल्क जिधर ही छेद देर सही पर दुरुस्त छापा बनके तमाचा पड़ा हर धरे का हिसाब मांगता बही किताब लेके खड़ा बतलाता काले धंधों का पारा पारा खजाना तेरा का सारा सारा सारा.. ब्लैक जमा ब्लैक जमा ब्लैक जमा रशीद बिना ब्लैक, जमा ब्लैक जमा ब्लैक जमा हक़ सौ गुना ब्लैक, जमा ब्लैक जमा ब्लैक जमा"
Sukhwinder Singh,Thap Thap,"सीने में तेरा वायदा जिया पूरी ज़िन्दगी मैं आधा जिया मेरा दर्द जाने आके लगा गले मैंने दर्द भुलाने धक धक धक धक दिल का चरखा अश रंग दिखावे कौन सा ऐसा रास्ता मुझ तक तुझको लावे थप थप थप थप ढोलक भी घर बुलावे थप थप रोज़ ही बिरहा गावे थप थप ढोलक तन की धमाल करती पल पल तेरा ख्याल करती धप धप करती, धमाल करती , हाय! थप थप ढोलक दी घर बुलावे थप थप रोज़ ही बिरहा गावे थप थप ढोलक तन की धमाल करती पल पल तेरा ख्याल करती रब्बा सुनले दुआएं मेरी यूँ जीते जीते मार मुझको ओहो रब्बा सुनले दुआएं मेरी यूँ जीते जीते मार मुझको करनी खुदाई मैंने तेरी मिलाये यार मुझको धक धक धक धक दिल का चरखा घूम रुक जाए की शाम गयी मुझसे लम्बी गए रेन साये थप थप ढोलक दी घर बुलावे थप थप रोज़ ही बिरहा गावे थप थप ढोलक तन की धमाल करती पल पल तेरा ख्याल करती हाय, की थप थप ढोलक दी घर बुलावे थप थप रोज़ ही बिरहा गावे थप थप ढोलक तन की धमाल करती पल पल तेरा ख्याल करती"
Sukhwinder Singh,Million Dollar Dream (Demo),"हा हा चैंपियन लाओ खुशि आयि आयि आयि आयि आयि आ रब-राका मैं सपने लिए अपना सब कुछ देता हूँ खुशि आयि आयि आयि आयि आयि आ रब-राका मैं सपने लिए अपना सब कुछ देता हूँ मीति आयि आयि आयि आयि आयि आ रब-राका जीतय् रहो जीतय् जीतय् जीतय् जीतय् लाइव और प्रत्यक्ष, जेट उतरते ही ताज़ा मेरी शर्त आपने अभी तक ऐसा कुछ नहीं देखा होगा टहलने लिए आओ, जब मैं कदम रखूंगा सफलता मिलेगी आप शायद फिर कभी नहीं पाएंगे अपनी सांस मत रोको विदेशी मुद्रा, हम नहीं हैं मैं इसके लिए नया नहीं हूँ, मैं इसके लिए सच्चा हूँ मैं खेल में हूँ, ही करना सबसे अच्छा और सब कुछ पार्क बाहर तुम हमें पकड़ नहीं सकते मैं सब सपने लिए देता हूं रब-राका मैं सब सपने लिए देता हूं रब-राका जवनि चार् दिना यार् रन्झेय मौज् मनैये दिलन हमें, दिलन इश्क इश्क शेयर्ड-ई-ई स्पिनिंग बाउल्स इतने अच्छे हैं जीत घर तक पहुंचाई सकती अब टीले का शीर्ष जिस पर हम बैठे हैं हम जैसा सोचते हैं वैसा ही गेंदबाजी करना हम अभी जिस स्तर पर बैठे हैं, उसके आसपास भी कोई नहीं यहाँ कुछ भी नया नहीं यहाँ करना होगा? पसंद है, बहुत पसंद है, मैं शायद पूरी टीम यहां लाऊं साल तक यहीं रहो और व्यवहार मैं यहीं पला-बढ़ा हूं अगली बात आप जानते हैं, आप ऊपर देखते हैं, मैं यहाँ उड़ा गया हूँ गिवे द्रेअम् खुशि आयि आयि आयि आयि आयि आ कारण गोअल् नहीं खुशि आयि आयि आयि आयि आयि आ मिलियन डॉलर की आर्म मिली है, आई आई आई आई आई आई आ इस मिलियन डॉलर सपने में अपना सब कुछ झोंक हूँ जीतय् रहो जीतय् जीतय् जीतय् जीतय् इस मिलियन डॉलर सपने में, इस मिलियन डॉलर सपने में मैं सब टीम लिए करता हूं इस मिलियन डॉलर सपने में अपना सब कुछ झोंक हूँ इस मिलियन डॉलर सपने में, इस मिलियन डॉलर सपने में इस मिलियन डॉलर सपने में रब-राका कुछ भी चाहिए, बेटा, हम उसी लिए आए हैं मैं सब लेकर घर हूँ, खेल ही चलता मैं शीर्ष पर हूँ, जाने का रास्ता पता हम बस दुनिया तब तक देखना चाहते हैं जब तक घूम रही यही हम खेल हैं अब, आप किसके लिए खेल हैं? गिवे द्रेअम् खुशि आयि आयि आयि आयि आयि आ कारण गोअल् नहीं खुशि आयि आयि आयि आयि आयि आ मिलियन डॉलर की आर्म मिली है, आई आई आई आई आई आई आ इस मिलियन डॉलर सपने में अपना सब कुछ झोंक हूँ जीतय् रहो जीतय् जीतय् जीतय् जीतय् इस मिलियन डॉलर सपने में, इस मिलियन डॉलर सपने में मैं सब टीम लिए करता हूं इस मिलियन डॉलर सपने में अपना सब कुछ झोंक हूँ इस मिलियन डॉलर सपने में, इस मिलियन डॉलर सपने में इस मिलियन डॉलर सपने में रब-राका"
Sukhwinder Singh,Ghe Saawrun,"अंधार दाटला बेभानल्या दिशा चकव्यात उभी अंगार उरी विझलेला साद की तुझा आभास साजणा गंधाळून येई देह पुन्हा मिटलेला विझल्या, विझल्या राखेत नवा वणवा कुठला उमजेना झुरला, विरला जीव आतुरला का आज असा समजेना आसावला जीव, गेलं हरपून भान घे सावरून साजणा घे सावरून साजणा घे सावरून साजणा घे सावरून साजणा ओऽऽऽ काळजाच्या देशाला जिव्हाराच्या वेशीला आठवांचा मेघ दाटला सुन्या सुन्या एकांती तुझ्या चाहुली येता उजळून जाती दिशा ओऽऽ आता जिथे तिथे जरी होती भास श्वासात गंध हा असा तुझी लावी आस आसावला जीव, गेलं हरपून भान घे सावरून साजणा घे सावरून साजणा घे सावरून साजणा घे सावरून साजणा साजणा.."
Sukhwinder Singh,Turpeya,"चार पैसे कमाने लिए मैं आया घर दूर घर दूर मैं आया लेकिन घर मुझसे दूर बटुए में देखो. मेरा दिल बटुए में घर की तस्वीर सीना चीर चकर लेना दोउब्त् कोई मैं चल हूं, मैं चल हूं। मैं घर बहुत दूर भटक गया। मैं चल हूं, मैं चल हूं। पर जाना लौट ज़रूर मैं चल हूं, मैं चल हूं। मैं घर बहुत दूर भटक गया। मैं चल हूं, मैं चल हूं। पर जाना लौट ज़रूर सब मिल गया पर मिला घर जैसा कोई सुरूर मैं थक गया हूं, मैं थक गया हूं। पर जाना लौट ज़रूर रोसे पिपे पिग्दि परदेसों में नहीं बात झप्पी वाली संदेशों में नहीं फुर्सतों भरा समां, हाँ मिलता यहाँ रिश्तों में गरमाहट वैसी लगती यहाँ कहाँ मैं चार पैसे बचाऊंगा. मैं थक गया हूं, ओह मैं थक गया हूं। होये घर ख़ुशी लाना लेही मैं थक गया हूं, ओह मैं थक गया हूं। मैंने यहाँ आके जाने थौने जैसा मुल्क बेगाना किस्मत वाला पीछे मूड गया, मूड गया, मूड गया मैं चल हूं, मैं चल हूं। मैं घर बहुत दूर भटक गया। मैं चल हूं, मैं चल हूं। पर जाना लौट ज़रूर मैं चल हूं, मैं चल हूं। मैं घर बहुत दूर भटक गया। मैं चल हूं, मैं चल हूं। पर जाना लौट ज़रूर धुप खेतों की यादों में अभी एक लड़की जैसी लगती थी कभी गर्मियाँ निगाह में, मीठी अदा अब भी अपना दिल उसपे पहले जैसा फ़िदा यार, लिए मोहरा मत बनो. मैं थक गया हूं, मैं थक गया हूं। उसकी कोई याददाश्त नहीं है. मैं थक गया हूं, ओह मैं थक गया हूं। जग मस्ती पर दिल में बस्ती याद में जिसकी दिल यूँही भर गया, भर गया, भर गया मैं चल हूं, मैं चल हूं। मैं घर बहुत दूर भटक गया। मैं चल हूं, मैं चल हूं। पर जाना लौट ज़रूर मैं चल हूं, मैं चल हूं। मैं घर बहुत दूर भटक गया। मैं चल हूं, मैं चल हूं। पर जाना लौट ज़रूर मैं थक गया हूं, मैं थक गया हूं।"
Sukhwinder Singh,Bakaiti,"धत तेरी, तेरी ज़माना हमको ठेंगा फिकर अपना भेजा तमंचा दिल प्रेशर कुकर हो, धत तेरी, तेरी ज़माना... दिल की करेंगे, नक्को डरेंगे दिल की करेंगे नक्को डरेंगे दुनिया दिखा दें आ ज़रा बकैती, बकैती बकैती, बकैती... अर्र धत तेरी, तेरी ज़माना... हम दीवार बच्चन फैन हैं इस इलाके एंग्री यंग मैन हैं आया गुस्सा झट कॉलर पकड़ लिया अपने कल्चर में प्लीज़ कहने बैन जिनको ज़रूरी, जी हज़ूरी जिनको ज़रूरी जी हज़ूरी उनपे आज़मायें आ ज़रा बकैती, बकैती... नौकरी की तलाश में भागते नहीं मिल गई क़ुबूल माँगते नहीं आने वाली सुबह लेके आएगी रात भर इंतज़ार में जागते नहीं बेरोज़गारी, जेब मारी बेरोज़गारी जेब मारी बदले में हमारा पैंतरा बकैती, बकैती... धत तेरी, तेरी ज़माना"
Sukhwinder Singh,Tumbe Te Zumba,"कुदियन् सद्दि गलि च् रेह्नि आ इक् पत्लि इक् भरि भरि द ते विअह् पत्लि लगे प्यरि दाल् नमक् भुल् दाल् नमक् भुल् उस स्थान का नाम है? जद् खिच् मैं आंख मारी हूं। हाये पतिअले लुधिअने पूच्दे आ लश्करे मारे तोतेय् उद्द् सोह्नेय सल्फर वोंग लागडी उनके शीरन हमेशा जदोन् तुम्बे ते ज़ुम्ब कर्दि पास पास तुम्बे ते ज़ुम्ब कर्दि सुन्दर् मुन्दरिये विचर चूल्हा भट्टी वाला दुल्हे च् धी वियहि शेरोन शक्कर बाई कुदि ते शलु कात सानु समेते अरे, चाचा? प्रेम बीट ते तेरी धिम् लक् लक् नच् चलोरिए हफ़्ते भर् मिन्तोन् विच् खर्च् तैनु तान् रोति खन भुल्ल् दुत्य् छुत्ति जन भुल्ल् ऐना ब्लिंग कार्डिगन ऑडी फिर रिंग में जादोन तुम्बे तुम्बे तुम्बे ते ज़ुम्ब कर्दि पास पास तुम्बे ते ज़ुम्ब कर्दि"
Sukhwinder Singh,Ramkatha,"सिया पति रामचंद्र महाराज की जय पवन सुत हनुमान की जय, जय सुनो-सुनो राम कथा ये, हर लेगी सकल व्यथा दशरथ सुख की गाथा, पुरुषों में उत्तम था सुनो, सुनो, सुनो अध्याय जब पुरुषोत्तम श्री राम लंका चढ़ाई रावण धूल चटाई और सीता भी वापस आई सुनो, सुनो, सुनो सुनाऊँ कलयुग में सतयुग दरसाऊँ शुभ, शुभ, शुभ संदेश सुनाऊँ राम-सिया गुण मैं गाऊँ सुनो-सुनो राम कथा ये, हर लेगी सकल व्यथा दशरथ सुख की गाथा, पुरुषों में उत्तम था पुरुषोत्तम राम जगत के, पवन पुत्र राम भक्त लक्ष्मण ढाल भारी, लंका हुई चढ़ाई फिर राम जी अपनी अर्धांगिनी माता सीता पाया पुरुषोत्तम राम जगत के, पवन पुत्र राम भक्त लक्ष्मण ढाल भारी, लंका हुई चढ़ाई सिया पति रामचंद्र महाराज की जय लंका लंकेश हरा के, तीर शमशीरों चले अयोध्या राम पलट के, वीरों रणधीरों अधरों मुस्कान धरी, भुजा में अपनी भरी जय जय जय राम हुई, और लंका में लंकेश मरा राम चले सेवक भ्राता साथ चले गाँव-गाँव में राम-सिया की बात चले जहाँ-जहाँ राम की सेना गुज़र रही उमड़-घुमड़ जंगल आए आज वहीं शोर मचाए, जश्न मनाए राम-सिया दर्शन पाए जय जय जय जयकार बुलाएँ पग-पग दीप जलाएँ अरे, सुनो-सुनो राम कथा ये, हर लेगी सकल व्यथा दशरथ सुख की गाथा, पुरुषों में उत्तम था और उसके बाद सब मिलकर अयोध्या लौट आए खुशी पल-छिन उस पल बीते एक मूर्ख जब बोला ""राम हैं केवल लंका जीते, लंका जीते पाया सीता राम पावन? पावनता भंग गया पापी रावण?"" राम सुन गए रीते रीते ""अग्नि परीक्षा दो,"" पावन सीते अग्नि परीक्षा? अश्रु धरा मनवा सींचा, सीता दी अग्नि परीक्षा अच्छाई की जीत सुनिश्चित होती सच्चाई ही सबसे महंगा मोती हुआ दाम था सिर नीचा सफल गई अग्नि परीक्षा अरे, सफल गई अग्नि परीक्षा गदगद राम यूँ बोले, पावन भेद यूँ खोले ""सत्य और प्रेम कभी मृत्यु आगे डोले"" सुनो-सुनो राम कथा ये, हर लेगी सकल व्यथा दशरथ सुख की गाथा, पुरुषों में उत्तम था सिया पति, रामचंद्र महाराज की जय पवन सुत हनुमान की जय, जय"
Sukhwinder Singh,Gajanana,"सुखकर्ता, दुःखहर्ता वार्ता विघ्नाची नूर्वी, पूर्वी प्रेम कृपा जयाची सर्वांगी सुंदर उटी शेंदुराची कंठी झळके माळ मुक्ताफळांची जय देव, जय देव जय देव, जय देव, जय मंगल मूर्ति श्री मंगल मूर्ति दर्शन मात्रे कामना पूर्ति जय देव, जय देव लंबोदर तू, विनायका तू, बल्लाळेश्वर मोरया विघ्नेश्वर तू, एकदंत तू, मयूरेश्वरा मोरया लंबोदर तू, विनायका तू, बल्लाळेश्वर मोरया विघ्नेश्वर तू, एकदंत तू, मयूरेश्वरा मोरया वक्रतुंड तू, गजमुखा तू, सिद्धिविनायका गजानना, गजानना, गजानना, गणराया गजानना, गजानना, गजानना, गणराया गजानना, गजानना, गजानना, गणराया गजानना, गजानना, गजानना, गणराया रत्नखचित फरा तुज गौरीकुमरा चंदनाची उटी कुंकुमकेशरा हिरे जडित मुकुट शोभतो बरा रुणझुणती नुपुरे चरणी घागरिया जय देव, जय देव लंबोदर, पीतांबर फणिवर वंदना सरळ सोंड वक्रतुंड त्रिनयना दास रामाचा वाट पाहे सदना संकटी पावावे, निर्वाणी रक्षावे सुरवर वंदना जय देव, जय देव विघ्नराज तू, महाताज तू, महेशाय मोरया चिंतामणी तू, सिद्धिनायक, गणाधिशाय मोरया वक्रतुंड तू, गजमुखा तू, सिद्धिविनायका वक्रतुंड तू, गजमुखा तू, सिद्धिविनायका गजानना, गजानना, गजानना, गणराया गजानना, गजानना, गजानना, गणराया ओ, गजानना, गजानना, गजानना, गणराया गजानना, गजानना, गजानना, गणराया गजानना, गणराया गजानना, गजानना, गजानना, गणराया गजानना, गजानना, गजानना, गणराया गजानना, गजानना, गजानना, गणराया गजानना, गजानना, गजानना, गणराया हरे राम, हरे राम, राम-राम हरे-हरे हरे कृष्णा, हरे कृष्णा, कृष्णा-कृष्णा हरे-हरे हरे राम, हरे राम, राम-राम हरे-हरे हरे कृष्णा, हरे कृष्णा, कृष्णा-कृष्णा हरे-हरे हरे राम, हरे राम, राम-राम हरे-हरे हरे कृष्णा, हरे कृष्णा, कृष्णा-कृष्णा हरे-हरे"
